,0
0,0.5401448560369354
1,0.5478818871601179
2,0.5529559154558491
3,0.5503490549522834
4,0.5509953547752804
5,0.5550619156998693
6,0.5579459512985232
7,0.5640880099447064
8,0.5712817425162724
9,0.585130329763212
10,0.6049335398663548
11,0.6427155555791324
12,0.6609286559262422
13,0.6609878927089246
14,0.660288545020839
15,0.6601638825378806
16,0.6602116256164604
17,0.6600091595980386
18,0.6603283309196555
19,0.660639545061509
20,0.6615457794234405
21,0.6611134393229677
22,0.6630700214136548
23,0.6624537820475415
24,0.6637057116636341
25,0.6631915894378165
26,0.6627141586520182
27,0.6630152052863967
28,0.6634263262408339
29,0.6644961248534553
30,0.6641822583183474
31,0.6638330265398469
32,0.6636791877310897
33,0.6631805377992562
34,0.6636791877310898
35,0.664321508964205
36,0.6660716464465889
37,0.665765737091244
38,0.6662794172515194
39,0.6661229260495078
40,0.6648948679727051
41,0.6645146916062363
42,0.6665702963784222
43,0.6658974726228809
44,0.6650858402870242
45,0.6661485658509674
46,0.6655867005465698
47,0.6644448452505363
48,0.6663784399330182
49,0.6668594072431555
50,0.6656322332974376
51,0.6666940747302958
52,0.6669628505800784
53,0.668449074933646
54,0.6671856516134508
55,0.6689344628992073
56,0.6666467737172584
57,0.6663722510154245
58,0.6674358607104524
59,0.6681458179715556
60,0.668382765102285
61,0.6675941201746335
62,0.6692783898911989
63,0.6680070093912404
64,0.6687019364239019
65,0.6709193371846084
66,0.6693446997225596
67,0.6687823923526198
68,0.6702367879871342
69,0.6713879266595583
70,0.6713375311877239
71,0.6725479066428305
72,0.6715090526181774
73,0.670868941712774
74,0.6709405563306438
75,0.6721270602464604
76,0.6733347833083124
77,0.6696674075685157
78,0.6741075138764374
79,0.6733206372109555
80,0.6721969066021606
81,0.6748979270662585
82,0.6739536750676803
83,0.6745893653176595
84,0.67545316138752
85,0.6746468338381721
86,0.6759765669897282
87,0.6736734055137951
88,0.6743073275016047
89,0.677344317777931
90,0.6779614412751291
91,0.6762524158881893
92,0.6765609776367885
93,0.6766644209737113
94,0.6772426427031778
95,0.6762930859180905
96,0.6775034613731971
97,0.6781815899152471
98,0.6774680961298046
99,0.679193920007356
100,0.6786713985362326
101,0.6786625572253845
102,0.67929205855777
103,0.6794706530369018
104,0.6793751668797422
105,0.6799967110323645
106,0.6788685597681455
107,0.6805179063068607
108,0.6806960587204501
109,0.6788093229854631
110,0.6827242554290069
111,0.6796262601078287
112,0.6815629492491074
113,0.6836499406748042
114,0.685710850233499
115,0.6817110412058133
116,0.6861069409594944
117,0.6873712484107743
118,0.6880697119677751
119,0.6888486314534938
120,0.6826849115957327
121,0.6848081523959068
122,0.6822194165795799
123,0.6847409584334612
124,0.6903825988856412
125,0.6890617070449333
126,0.688300470180911
127,0.6929368535896606
128,0.6916460222058364
129,0.6880458404284853
130,0.6867306954398288
131,0.705000822241909
132,0.7088635909514488
133,0.7041113863705889
134,0.7062929798223604
135,0.6894834375723882
136,0.7010116227872409
137,0.7037108749891694
138,0.7054817895520462
139,0.7034871898247121
140,0.7106433468251736
141,0.6929014883462682
142,0.701460761378325
143,0.7070184093774479
144,0.7209337485212908
145,0.7187145794984147
146,0.7061625704873506
147,0.7073534950585914
148,0.7204598542598319
149,0.70922033784417
150,0.7076072406799323
151,0.7214951717601458
152,0.7232563608810897
153,0.7096570986000669
154,0.7159967605437053
155,0.7209523152740719
156,0.7192662772953369
157,0.7175846599720261
158,0.7237240662249548
159,0.7261403964797437
160,0.7242686909731985
161,0.724144912621325
162,0.717334892940567
163,0.7269007492126812
164,0.7314522560372891
165,0.7334928305810332
166,0.7190867986851204
167,0.7281204080441782
168,0.7191416148123785
169,0.7332541151881342
170,0.7299315505714139
171,0.728343651143093
172,0.7278556107842774
173,0.7323814778074257
174,0.7291879963290877
175,0.7327183317507387
176,0.7303488604434448
177,0.7251024265861754
178,0.7298475581183568
179,0.7294267117219867
180,0.7263322529251477
181,0.7336378280789423
182,0.7304752911885728
183,0.7212975684626904
184,0.7324805004889244
185,0.7169914080141178
186,0.7287892532098379
187,0.7199152295115884
188,0.7275019583503529
189,0.7312179612998141
190,0.7253084291289363
