,0
0,0.6208677923423639
1,0.632096699185008
2,0.6465487058973313
3,0.6402461774592549
4,0.6471662714600718
5,0.6593190952863435
6,0.6740509294870095
7,0.6907994666921295
8,0.6919850864768614
9,0.6874822068619182
10,0.6884140810253092
11,0.6908551669504728
12,0.6976505984683313
13,0.6969751223195356
14,0.6966961789622778
15,0.6921707540046718
16,0.6883389298831002
17,0.6871970745870666
18,0.6844239974395563
19,0.679367209699979
20,0.6813246759217508
21,0.6805599025333892
22,0.6796112298793869
23,0.6780418972038471
24,0.6766980179549341
25,0.6771193064168466
26,0.6783924551789746
27,0.6787770522008675
28,0.6775799387120333
29,0.6783040420704936
30,0.6795192802465665
31,0.681979817055596
32,0.6820474530835839
33,0.6825792579310979
34,0.6837909595828316
35,0.6823281647030116
36,0.6815015021387132
37,0.6809223962781618
38,0.6803521317284584
39,0.6804343559193461
40,0.678667419946351
41,0.6783349866584619
42,0.6796678142688148
43,0.678618350671144
44,0.6800961757794057
45,0.6791072751610445
46,0.6795113230668032
47,0.6790546693614983
48,0.679978586345126
49,0.6802862639626401
50,0.678168327948975
51,0.6776643732306327
52,0.6749664472253314
53,0.6741685189212894
54,0.6730942996532437
55,0.6728255238034613
56,0.6724435791748227
57,0.6713384153188088
58,0.6707659404413936
59,0.6725227089069133
60,0.671293766699026
61,0.6718556320034232
62,0.6731831548272673
63,0.6744196121493758
64,0.6743422506794547
65,0.6739660529028676
66,0.6746888300647009
67,0.6738042569143472
68,0.6743320831719795
69,0.6731858072205217
70,0.6727835275769327
71,0.672231387714468
72,0.669397305522106
73,0.6678920723502149
74,0.6675578708001563
75,0.6666547308970218
76,0.6660539638248926
77,0.664141588288446
78,0.6644103641382286
79,0.663670788485784
80,0.6629161826048977
81,0.6616470124326512
82,0.6622840288792577
83,0.6630359823668897
84,0.6627088538655096
85,0.6639347016146002
86,0.6614370313000087
87,0.6623728840532812
88,0.661337124487425
89,0.6622402643905596
90,0.6628657871330635
91,0.6622544104879166
92,0.6622309810141691
93,0.6603946407510163
94,0.6626951498336948
95,0.6637145529744822
96,0.6650566639612255
97,0.6657498227317176
98,0.6665141540545367
99,0.6688084742196216
100,0.6666467737172583
101,0.6649748818358805
102,0.6666215759813414
103,0.6670114777897431
104,0.6680498897488538
105,0.6667077787621104
106,0.6638029660829634
107,0.6646031047147175
108,0.6665915155244577
109,0.6683681769393857
110,0.6715267352398735
111,0.6721946962744485
112,0.6722486282706219
113,0.6718273398087095
114,0.6722287353212136
115,0.673578361422178
116,0.6724479998302468
117,0.6727097026313509
118,0.6743727532018806
119,0.6733661699618232
120,0.6744664710968706
121,0.6759889448249154
122,0.6750738691521359
123,0.6774185847890553
124,0.6770242623252294
125,0.677159976446748
126,0.678151971523906
127,0.6789193973055221
128,0.6779959223874368
129,0.677480473964992
130,0.679140430076725
131,0.6819665550893237
132,0.6820898913756549
133,0.6813538522475495
134,0.6827481269682969
135,0.6831751622822607
136,0.6823719291917096
137,0.682857317157271
138,0.6856175744040514
139,0.684903196487524
140,0.6867063818349964
141,0.6870127332558834
142,0.6872240405851534
143,0.6892632889322702
144,0.6895174766191534
145,0.6905912538216566
146,0.6913140309834898
147,0.6914046544196829
148,0.6928095387134477
149,0.6946617933361272
150,0.694936316037961
151,0.6961135365773871
152,0.6976837533840118
153,0.6986938731484086
154,0.6985753995830437
155,0.6999648115828245
156,0.7008135774242432
157,0.7005134149209499
158,0.7018038042392317
159,0.7015456379624668
160,0.70343900468059
161,0.7044075702840006
162,0.7048142705830137
163,0.7056444696716515
164,0.7056404910817697
165,0.7064919093164428
166,0.7065038450860879
167,0.7088238050526324
168,0.7087252244366758
169,0.7083255971863411
170,0.7085983516260056
171,0.7091341350634011
172,0.7094444650741698
173,0.7097928127215853
174,0.7100041200508552
175,0.7102636125242473
176,0.7107627045216233
177,0.7111702889517212
178,0.7112763846818985
179,0.7113533040862771
180,0.7116729174734363
181,0.7120561882987019
182,0.7118183570368877
183,0.7120650296095501
184,0.7122268255980706
185,0.7121008369184848
186,0.7125358294122119
187,0.7130181229189765
188,0.713507047408877
189,0.7142625374208482
190,0.7133549768622894
191,0.7138836872510066
192,0.7136255209742416
193,0.7132674478848933
194,0.7131025574375759
195,0.7138660046293104
196,0.7146988561112024
197,0.7144614669149307
198,0.7144999266171199
199,0.7147881533507684
