,0
0,0.6472478691716793
1,0.6861205310362468
2,0.714557291022055
3,0.7245921928760612
4,0.7311950790861159
5,0.7354097048606814
6,0.7414370817759517
7,0.7477928496579949
8,0.7517686081338647
9,0.7549353531853099
10,0.7580303142817066
11,0.7606104111487908
12,0.7621657301748394
13,0.7631909205673408
14,0.7644050595311764
15,0.7654248867546225
16,0.7672739424243173
17,0.7675767552002112
18,0.7675751049943481
19,0.7690355371832637
20,0.7700999199650156
21,0.7701221977441686
22,0.7710430126158239
23,0.7712657904073533
24,0.7714819673754301
25,0.772455588834707
26,0.7730694654158106
27,0.7731808543115753
28,0.7734143584412155
29,0.7732064325024548
30,0.7737278975552201
31,0.7744176836060299
32,0.7750827165688919
33,0.7752683647284998
34,0.7757576507669331
35,0.7760282845284948
36,0.7758508873982028
37,0.776223833923282
38,0.7769986055760457
39,0.7774359101297886
40,0.7770637887076413
41,0.777465613835326
42,0.7774755150705052
43,0.7776949924503083
44,0.7779829533734333
45,0.77816282581252
46,0.7781413731362988
47,0.778066288769524
48,0.7787230707030703
49,0.7786653134978588
50,0.7788641633043721
51,0.7788856159805937
52,0.7788691139219619
53,0.7791059184633282
54,0.779185128344761
55,0.779265988432057
56,0.7795985049134878
57,0.7796735892802626
58,0.7802825152437768
59,0.7804058681320495
60,0.7806109062105496
61,0.7804945666971954
62,0.7807090934594091
63,0.7811282457486571
64,0.7808279082815581
65,0.7812990420554964
66,0.7811579494541944
67,0.7813856778633135
68,0.7817796645131481
69,0.7816022673828561
70,0.7817668754177082
71,0.7817899782997929
72,0.7821352838766636
73,0.7823337211317112
74,0.7823287705141215
75,0.7824484104392023
76,0.7824987417180294
77,0.7825053425414821
78,0.7829797767271467
79,0.7828246573760077
80,0.783005354918026
81,0.7829723508007623
82,0.7830928158287745
83,0.7830787890789376
84,0.7829649248743782
85,0.7830804392848009
86,0.7832594866209559
87,0.7826278703268232
88,0.7828147561408285
89,0.7831233446372436
90,0.7828287828906656
91,0.783172850813139
92,0.7831637746808914
93,0.783241334356461
94,0.7832380339447345
95,0.7830730133584165
96,0.7829731759036941
97,0.7829740010066255
98,0.782614256128452
99,0.7826472602457156
100,0.782602292135944
101,0.7828477602580922
102,0.7827569989356172
103,0.7829154186984826
104,0.7828230071701444
105,0.782634883701742
106,0.7826472602457156
107,0.7822899906763369
108,0.782563924849625
109,0.7826992417304057
110,0.7824459351304076
111,0.7825012170268241
112,0.7827099680685164
113,0.782418706733665
114,0.7824673878066288
115,0.7826753137453898
116,0.7825738260848041
117,0.7825168939825243
118,0.7823353713375742
119,0.7824203569395283
120,0.7823700256607011
121,0.7824995668209609
122,0.7825923909007649
123,0.7823510482932746
124,0.7824368589981601
125,0.7822751388235683
126,0.782459136777313
127,0.7822503857356206
128,0.7822322334711256
129,0.7823518733962062
130,0.7826216820548364
131,0.7823733260724276
132,0.7821769515747089
133,0.7818708383870888
134,0.7818823898281311
135,0.7820457602085861
136,0.7823638373887143
137,0.7820944412815498
138,0.7817235575137998
139,0.7814830400092412
140,0.7812520111883957
141,0.7814822149063096
142,0.7817264453740603
143,0.7818172066965355
144,0.7821109433401816
145,0.7820696881936021
146,0.781999554444417
147,0.7816802396098913
148,0.7819929536209642
149,0.7817990544320405
150,0.7817586243883925
151,0.7818485606079358
152,0.7821967540450673
153,0.7820346213190095
154,0.7819104433278052
155,0.7817190194476762
156,0.7816942663597284
157,0.7818955914750365
158,0.781618356890022
159,0.78138897827504
160,0.781340297202076
161,0.7812107560418162
162,0.7812619124235748
163,0.7813072930848124
164,0.7813118311509362
165,0.781116694307615
166,0.7808081058112
167,0.7807519988118519
168,0.7811191696164097
169,0.7810185070587556
170,0.7811893033655949
171,0.7809607498535441
172,0.7809194947069646
173,0.780652986460061
174,0.7807536490177149
175,0.7803633753310726
176,0.780352648992962
177,0.7807916037525682
178,0.7801348218190219
179,0.7798897662483395
180,0.779400480209906
181,0.7793930542835219
182,0.7794458608711436
183,0.7794598876209806
184,0.7794458608711436
185,0.7788435357310826
186,0.7786215830424845
187,0.7788765398483461
188,0.7786339595864585
189,0.7790036056998111
190,0.7789161447890625
191,0.7791595501538818
192,0.7788674637160986
193,0.7787090439532333
194,0.7786273587630057
195,0.77867108921838
196,0.7784738896177298
197,0.7781520994744094
198,0.7781644760183833
199,0.7787461735851547
